IMG/center_2017_04_15_13_49_13_178.jpg,IMG/left_2017_04_15_13_49_13_178.jpg,IMG/right_2017_04_15_13_49_13_178.jpg,0,0,0,8.39319E-05
IMG/center_2017_04_15_13_49_13_249.jpg,IMG/left_2017_04_15_13_49_13_249.jpg,IMG/right_2017_04_15_13_49_13_249.jpg,0,0,0,9.979933E-05
IMG/center_2017_04_15_13_49_13_320.jpg,IMG/left_2017_04_15_13_49_13_320.jpg,IMG/right_2017_04_15_13_49_13_320.jpg,0,0,0,0.0001189937
IMG/center_2017_04_15_13_49_13_390.jpg,IMG/left_2017_04_15_13_49_13_390.jpg,IMG/right_2017_04_15_13_49_13_390.jpg,0,0,0,0.0001348288
IMG/center_2017_04_15_13_49_13_462.jpg,IMG/left_2017_04_15_13_49_13_462.jpg,IMG/right_2017_04_15_13_49_13_462.jpg,0,0,0,0.0001491674
IMG/center_2017_04_15_13_49_13_538.jpg,IMG/left_2017_04_15_13_49_13_538.jpg,IMG/right_2017_04_15_13_49_13_538.jpg,0,0,0,0.0002434113
IMG/center_2017_04_15_13_49_13_607.jpg,IMG/left_2017_04_15_13_49_13_607.jpg,IMG/right_2017_04_15_13_49_13_607.jpg,0,0,0,0.0002843272
IMG/center_2017_04_15_13_49_13_675.jpg,IMG/left_2017_04_15_13_49_13_675.jpg,IMG/right_2017_04_15_13_49_13_675.jpg,0,0.1222697,0,0.0314486
IMG/center_2017_04_15_13_49_13_745.jpg,IMG/left_2017_04_15_13_49_13_745.jpg,IMG/right_2017_04_15_13_49_13_745.jpg,0,0.2946705,0,0.1923033
IMG/center_2017_04_15_13_49_13_813.jpg,IMG/left_2017_04_15_13_49_13_813.jpg,IMG/right_2017_04_15_13_49_13_813.jpg,0,0.5349882,0,0.6163409
IMG/center_2017_04_15_13_49_13_880.jpg,IMG/left_2017_04_15_13_49_13_880.jpg,IMG/right_2017_04_15_13_49_13_880.jpg,0,0.7166322,0,0.9587733
IMG/center_2017_04_15_13_49_13_949.jpg,IMG/left_2017_04_15_13_49_13_949.jpg,IMG/right_2017_04_15_13_49_13_949.jpg,0,0.9010625,0,1.564052
IMG/center_2017_04_15_13_49_14_019.jpg,IMG/left_2017_04_15_13_49_14_019.jpg,IMG/right_2017_04_15_13_49_14_019.jpg,0,1,0,2.491533
IMG/center_2017_04_15_13_49_14_090.jpg,IMG/left_2017_04_15_13_49_14_090.jpg,IMG/right_2017_04_15_13_49_14_090.jpg,-0.05,1,0,3.1817
IMG/center_2017_04_15_13_49_14_163.jpg,IMG/left_2017_04_15_13_49_14_163.jpg,IMG/right_2017_04_15_13_49_14_163.jpg,-0.25,1,0,4.1116
IMG/center_2017_04_15_13_49_14_234.jpg,IMG/left_2017_04_15_13_49_14_234.jpg,IMG/right_2017_04_15_13_49_14_234.jpg,-0.1551836,1,0,5.039098
IMG/center_2017_04_15_13_49_14_302.jpg,IMG/left_2017_04_15_13_49_14_302.jpg,IMG/right_2017_04_15_13_49_14_302.jpg,0,1,0,5.731556
